date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:15	207325/207325	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da9-329dd%22	https://asbl.in/spectra/specifications/buildings/?scroll=fire-safety&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/specifications/buildings/index221a.html	(from https://asbl.in/spectra/specifications/buildings/)
16:34:16	207325/207325	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da9-329dd%22	https://asbl.in/spectra/specifications/buildings/?scroll=common-area-lighting&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/specifications/buildings/index5c4f.html	(from https://asbl.in/spectra/specifications/buildings/)
16:34:16	207325/207325	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da9-329dd%22	https://asbl.in/spectra/specifications/buildings/?scroll=wtp-stp&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/specifications/buildings/indexc427.html	(from https://asbl.in/spectra/specifications/buildings/)
16:34:16	207325/207325	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da9-329dd%22	https://asbl.in/spectra/specifications/buildings/?scroll=ev-charging-point&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/specifications/buildings/index71ff.html	(from https://asbl.in/spectra/specifications/buildings/)
16:34:16	200075/200075	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da9-30d8b%22	https://asbl.in/spectra/media/?scroll=project-cards&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/media/index601c.html	(from https://asbl.in/spectra/media/)
16:34:16	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Nov%202023%2011:04:16%20GMT	https://asbl.in/spectra/plan/plans	E:/websitecloning/Asblspectra/asbl.in/spectra/plan/plans	(from https://asbl.in/spectra/plan/plans/?token=0)
16:34:16	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Nov%202023%2011:04:16%20GMT	https://asbl.in/spectra/plan/plans?scroll=project-cards&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/plan/plans601c	(from https://asbl.in/spectra/plan/plans/?token=0)
16:34:16	240061/240061	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da7-3a9bd%22	https://asbl.in/spectra/plan/plans/	E:/websitecloning/Asblspectra/asbl.in/spectra/plan/plans/index.html	(from https://asbl.in/spectra/plan/plans/?token=0)
16:34:16	9692/9692	---M--	200	added ('OK')	image/jpeg	etag:%22f5a5059e08bd4d6d07dc33ef76002ed1%22	https://media.asbl.in/Spectra/Web/Plans+Page/Unit+Plans/Thumbnails/2220_3BHK_West_SB_Type-1.jpg	E:/websitecloning/Asblspectra/media.asbl.in/Spectra/Web/Plans+Page/Unit+Plans/Thumbnails/2220_3BHK_West_SB_Type-1.jpg	(from https://asbl.in/spectra/plan/plans/?token=0)
16:34:16	240061/240061	---MCZ	200	added ('OK')	text/html	etag:W/%2265607da7-3a9bd%22	https://asbl.in/spectra/plan/plans/?scroll=project-cards&token=0	E:/websitecloning/Asblspectra/asbl.in/spectra/plan/plans/index601c.html	(from https://asbl.in/spectra/plan/plans/?token=0)
16:34:17	9698/9698	---M--	200	added ('OK')	image/jpeg	etag:%229f5179a26d60ad136067ba2cee8c655a%22	https://media.asbl.in/Spectra/Web/Plans+Page/Unit+Plans/Thumbnails/2220_3BHK_West_SB_Type-2.jpg	E:/websitecloning/Asblspectra/media.asbl.in/Spectra/Web/Plans+Page/Unit+Plans/Thumbnails/2220_3BHK_West_SB_Type-2.jpg	(from https://asbl.in/spectra/plan/plans/?token=0)
